source_file,source_row_number,business_name,category,target_type,is_target_business,exclusion_reason,street,city,state,country_code,phone_raw,phone_e164,website,website_domain,email,google_maps_url,google_place_id,image_url,rating,reviews_count,lead_score,marketing_status,quality_notes
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,2,SHOEBER,Shoe repair shop,shoe_repair,true,,100 N La Cienega Blvd,Los Angeles,California,US,(310) 975-9001,+13109759001,http://shoeber.net/,shoeber.net,,https://www.google.com/maps/search/?api=1&query=SHOEBER&query_place_id=ChIJvZsgKU-5woARF14P3NTQJBE,ChIJvZsgKU-5woARF14P3NTQJBE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLLIdOkbQURAeWwG9jfpPOCXUO5AU7Gp9I87csvMXgO2qqDhhBakNx7Ngz92sexhxVfAQ_SSMT1HIVk0tUHSOXx_5L4hdQ3pmGcmRCPpfystEgNl6WQpccbr2gru1lpBZrpA0=w408-h544-k-no,4.6,64,100,new,duplicate_phone;duplicate_website
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,3,Farmers Market Shoe Repair,Shoe repair shop,shoe_repair,true,,6333 W 3rd St #712,Los Angeles,California,US,(323) 939-5622,+13239395622,https://farmersmarketla.com/merchants/wl-handmade,farmersmarketla.com,,https://www.google.com/maps/search/?api=1&query=Farmers%20Market%20Shoe%20Repair&query_place_id=ChIJ_9RBfTG5woARl1VoKQQv8d4,ChIJ_9RBfTG5woARl1VoKQQv8d4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpw0VIgPN3qXjvDqK-S-9jfD1PmXKw-xhja51MBRkaymoU-fud4w21coY0TJEt1TPlfuGravEaYpvs0DQy9GoMCvWwdNq-ReYJT3w9hfOi7FiL-Xq71RB-aNmv5nFNl4faHk-5=w408-h306-k-no,4.6,48,95,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,11,Fito's Shoe Repair,Shoe repair shop,shoe_repair,true,,2736 W Pico Blvd,Los Angeles,California,US,(323) 766-9041,+13237669041,http://fitosshoerepair.com/,fitosshoerepair.com,,https://www.google.com/maps/search/?api=1&query=Fito's%20Shoe%20Repair&query_place_id=ChIJe6O2cYfHwoARgafBHROg810,ChIJe6O2cYfHwoARgafBHROg810,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvcvL_E6mSBSicNnbaA1F6ju0uK9tZkS5oiJ8y3lj9kxNZvnaXufY-ICEiSgXLb-RqgDL-EXHP1Div4YU5h0_UNBAYuU2gLDS1UMfrUuzb2k48hM2R1kVS7SLuZDoWsE4w9AtM=w408-h306-k-no,4.2,45,90,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,12,Pasquale Shoe Repair,Shoe repair shop,shoe_repair,true,,5616 S San Vicente Blvd,Los Angeles,California,US,(323) 936-6883,+13239366883,http://pasqualeshoerepair.com/,pasqualeshoerepair.com,,https://www.google.com/maps/search/?api=1&query=Pasquale%20Shoe%20Repair&query_place_id=ChIJMZMRSRq5woARClphWbZUejs,ChIJMZMRSRq5woARClphWbZUejs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9c-pEsXIR_x7s5n6GyLmdCF0ibh2sMCR9YzjrpZxgRxkWSOseSeqFNJcLMIAJcczpXR2YOuQ6ejUTRkWdQxv7jWqIhknNKtwMSOD_MnW0F7ZmZVV7wAItMz-QmcwGwLCtbEA=w408-h243-k-no,4.6,123,100,new,duplicate_phone
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,14,Fast & Best Shoe Repair,Shoe repair shop,shoe_repair,true,,150 N Sweetzer Ave,Los Angeles,California,US,(323) 658-1452,+13236581452,http://www.fastandbest.com/,fastandbest.com,,https://www.google.com/maps/search/?api=1&query=Fast%20%26%20Best%20Shoe%20Repair&query_place_id=ChIJt8sEnEq5woAR93LPkgsH9iM,ChIJt8sEnEq5woAR93LPkgsH9iM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwTzpl413GBvbJ2IYJYse99rqgnhF0sJyplaqwirfJR708FFesWO7-q7As7poOrpbscdjPx81DMWMJiNIS6Z6WkYrD-Xu4vjafBhPsKnyvxQ2ZQxI4gsILA6XDeEGxgqrJtG2AXBJma7P4=w408-h507-k-no,4.8,65,100,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,15,Major Shoe Repair Shop,Shoe repair shop,shoe_repair,true,,1150 S Elm Dr,Los Angeles,California,US,(310) 277-8240,+13102778240,http://majorshoerepair.com/,majorshoerepair.com,,https://www.google.com/maps/search/?api=1&query=Major%20Shoe%20Repair%20Shop&query_place_id=ChIJzUx3ieG7woARLJcAB5c7xwI,ChIJzUx3ieG7woARLJcAB5c7xwI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEtg_NQUp2xC06r-ffxsZbY5hW_UqPn__GQbv6x8bwbjgamRcZKJqZMzLnBiVXkWlhlkP1V-wWcvVl7HTNNhXHjUCFlkwlnhGz0ytn2BJHsaVzRBoCw-7IE7L_--6kHk7_gC08=w408-h587-k-no,4.7,39,95,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,17,Miracle Instant Shoe Repair,Shoe repair shop,shoe_repair,true,,100 La Cienega Blvd,Los Angeles,California,US,(310) 657-5010,+13106575010,https://www.shoeber.net/,shoeber.net,,https://www.google.com/maps/search/?api=1&query=Miracle%20Instant%20Shoe%20Repair&query_place_id=ChIJy7atnUy5woARB26NNQUqUHk,ChIJy7atnUy5woARB26NNQUqUHk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3QJ4FLONgPdZbD9QXHBtkmDYokw0miKom9Mh41175roqbJEjG0Mu9tolKulol0r-w568xjs4lhBxU5vSZzI2pEm7gxCmFCdErs_K4KbQEgg2_YGlFTLb28GNmUexYefUOJEnxFw=w408-h306-k-no,4.6,33,95,new,duplicate_name;duplicate_website
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,20,Bedford Luggage & Shoe Repair,Shoe repair shop,shoe_repair,true,,11052 Santa Monica Blvd #100,Los Angeles,California,US,(310) 481-1416,+13104811416,http://bedfordshoerepair.com/,bedfordshoerepair.com,,https://www.google.com/maps/search/?api=1&query=Bedford%20Luggage%20%26%20Shoe%20Repair&query_place_id=ChIJqSq3n3e7woARrKtvt_p4Aq0,ChIJqSq3n3e7woARrKtvt_p4Aq0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0xCPDKhaUMgP82itUqououTKu4-HbwImIyONoPdU9q9hngW8i6JtpiiDhxlsIhHqgIARyXY9xlVdjdewV74CyDqk-vcASs5EaI2Ec9b31CIUQZTuYwhtSYzTpLKLK4OcnXRql=w408-h544-k-no,4.7,101,100,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,22,Escobar Shoe Service,Shoe repair shop,shoe_repair,true,,8250 W 3rd St #103,Los Angeles,California,US,(323) 655-6825,+13236556825,http://www.escobarshoeservice.com/,escobarshoeservice.com,,https://www.google.com/maps/search/?api=1&query=Escobar%20Shoe%20Service&query_place_id=ChIJy51mAEq5woARswjhVp2DPWw,ChIJy51mAEq5woARswjhVp2DPWw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMsLuHhqTrtxEuPXFN6M2_XQelxzA4OSCCqPr-TQxgowXueVfuAqM8scjs1SvV6n4iPDTCFYQROPL9pA2DNa0Qt1voEWgK1ViUkzjjqB4M5Syqc-dZGOB6hDfsaHbvFsXyIdWphx9qBW4p=w408-h544-k-no,4.5,24,95,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,25,Abe's Expert Shoe Repairs,Dry cleaner,shoe_repair,true,,6505 Sunset Blvd,Los Angeles,California,US,(323) 461-6687,+13234616687,http://bubblescleaners.com/,bubblescleaners.com,,https://www.google.com/maps/search/?api=1&query=Abe's%20Expert%20Shoe%20Repairs&query_place_id=ChIJobxuYzq_woARYoIK-MK4j0Q,ChIJobxuYzq_woARYoIK-MK4j0Q,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY4VEbDVwrYfJO_wTbwDO9XBUOBhnBftZ_N3iadlQIiTc0oQTDWfYErGaTpe0fHodQ2owIAxShpoq4oGtA_N6G7yMLhkBbjDp2tbUYd8mDnxga93DqVk0otdzc6dfbTzomH1vG=w408-h544-k-no,4.7,73,100,new,duplicate_phone;duplicate_website
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,26,Goods & Services,Shoe repair shop,shoe_repair,true,,837 Traction Ave #309,Los Angeles,California,US,(213) 563-3230,+12135633230,https://www.shopgoodsandservices.com/,shopgoodsandservices.com,,https://www.google.com/maps/search/?api=1&query=Goods%20%26%20Services&query_place_id=ChIJTQXL1XDHwoARyKvz4NOr2lg,ChIJTQXL1XDHwoARyKvz4NOr2lg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCN5Da1FsaZKkdHsrpFOFIUYn64Vg0Ip88CAPaOL0u8yiFaUK_mnQAjgwLEDdIYjdq-fX_8pR-xALJpqRXr4Gp_LWMqMFak8iX_0ublC-h5atOtShbeyZZWisC9Y120NZU09PBCA=w408-h408-k-no,5.0,14,95,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,32,Century City Shoe Services,Shoe repair shop,shoe_repair,true,,2029 Century Pk E #300,Los Angeles,California,US,(310) 277-3732,+13102773732,https://ccshoeservices.com/,ccshoeservices.com,,https://www.google.com/maps/search/?api=1&query=Century%20City%20Shoe%20Services&query_place_id=ChIJrYrupvO7woARcap4jzNK4bo,ChIJrYrupvO7woARcap4jzNK4bo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG-FKEz2oKiW8-Eogwkp2iPczUm4rmQSQVRlC9eo7Yxk7CmakztLWv2KDG2CQgDn-eU5KP_8wF4-veZi9iWbwVUtWsI4pBdHdmhyDHQ4ob6Y_HLG7gfAQnEJ5lq9iMzpm06yssFM8voKw8=w426-h240-k-no,5.0,9,90,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,41,Shoe Lab,Shoe repair shop,shoe_repair,true,,10250 Santa Monica Blvd,Los Angeles,California,US,(310) 772-0013,+13107720013,http://lashoelab.com/,lashoelab.com,,https://www.google.com/maps/search/?api=1&query=Shoe%20Lab&query_place_id=ChIJX80UiYu7woARoEk6t5nipFc,ChIJX80UiYu7woARoEk6t5nipFc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkKMcQeHpQ2W5MR7w4mTmYtAIK1qspdMHjkPM6UWNmf_KUR8oH9jrBPXVXkk9q14K5otG4hAmosEDafDynkW2w04pYgMGfirtxohdoinf7sp7FcEnNBYNmv9PjL9bpYBbyBkQvEw=w408-h306-k-no,3.9,35,85,new,duplicate_name
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,43,"Saderma Leather & Shoe Findings, Inc.",Leather wholesaler,shoe_related,true,,1000 N Western Ave,Los Angeles,California,US,(323) 461-4861,+13234614861,http://www.saderma.net/,saderma.net,,https://www.google.com/maps/search/?api=1&query=Saderma%20Leather%20%26%20Shoe%20Findings%2C%20Inc.&query_place_id=ChIJgbW2ya24woARSRhbeumaIJ0,ChIJgbW2ya24woARSRhbeumaIJ0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmTa5zRa6O9mP7ShEVFN2MJUwJoHiaW3yQDh19H28Xu4TgFzvbrXfFFU0h42oquiHbKNmbMapeQasb5HD1y-s2ux96KfxMhPSrfVhmprkezFtbOyBKyM1mHTMti1At3-a6ZAaR9A=w426-h240-k-no,4.4,39,75,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,44,Ballard Custom Footwear,Shoe store,shoe_related,true,,7805 Sunset Blvd,Los Angeles,California,US,(323) 876-7308,+13238767308,http://ballardfootwear.com/,ballardfootwear.com,,https://www.google.com/maps/search/?api=1&query=Ballard%20Custom%20Footwear&query_place_id=ChIJh0fM38K-woARnTcE9fNtJa0,ChIJh0fM38K-woARnTcE9fNtJa0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtQDjRKOLTaTqmhZOtcg8qOibHcw86NVzgdi3N_sOa8KooOp519MCFaVe_ZJukDpRebtK4LFKhM1j8xMGXF6PaImgNh6cfNlg6TL4qyxTdH9Bkb45gI0oB_YI1--_CjStNp-mCwcFQbopt=w408-h544-k-no,4.7,36,80,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,45,Role Club,Boot store,shoe_related,true,,2307 Maple Ave,Los Angeles,California,US,,,https://www.roleclub.com/,roleclub.com,,https://www.google.com/maps/search/?api=1&query=Role%20Club&query_place_id=ChIJbS-KYNfHwoARJDDUIm_qbUA,ChIJbS-KYNfHwoARJDDUIm_qbUA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFP8PLdmgy6acbyt6H08x46ork5O1-fY8oXBMGvzMAMWqag4nBhDEtgAjr3nLyFtSg6mREJPXRHZKIMTjo8HRuKsfDtGkBixx2T5VekCX01IcBWHt0bWWKw06pVqjqgte3io6TT_r-QX-UJ=w408-h408-k-no,4.3,29,55,new,missing_phone
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,46,Cleaners LA,Shoe repair shop,shoe_repair,true,,314 E 8th St,Los Angeles,California,US,(213) 910-2522,+12139102522,http://www.cleanersla.com/,cleanersla.com,,https://www.google.com/maps/search/?api=1&query=Cleaners%20LA&query_place_id=ChIJE1lsvDTGwoARE8t49Hbuu1E,ChIJE1lsvDTGwoARE8t49Hbuu1E,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDN6H5_dmWrRd5Yx02opUy62C02kBCjomVFLSN3kujrprDdvL7fFKywXyL6KCveSjoPklzn4fIUDy7SUQx_KBX8WEVpbccjvrKn148dN-ZL1ableeI4plQzxDN58-Q4bqjp7bPT5sc51EM=w408-h544-k-no,4.5,145,100,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,47,Occidental Cleaners #1,Shoe repair shop,shoe_repair,true,,528 S Occidental Blvd,Los Angeles,California,US,(213) 381-2255,+12133812255,http://www.occidentalcleaners.com/,occidentalcleaners.com,,https://www.google.com/maps/search/?api=1&query=Occidental%20Cleaners%20%231&query_place_id=ChIJMYTJDXHHwoARiEO7VDawg0k,ChIJMYTJDXHHwoARiEO7VDawg0k,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4RyVB7nlwJFI6MoPIXQPdbSDYDKKoxPCTEpnl0bCM_XgHcCxh_LNwEIJsl_VxD1SWKsoxyh-yXoZnhv5NzrCGYNQaftIDS1BX3ko_-hboyg86H3UJG_K7XW9lveKeOK2XnGEha4O-aE03=w408-h271-k-no,4.2,98,95,new,duplicate_website
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,48,Denim Doctors - Denim Repairs,Shoe repair shop,shoe_repair,true,,"Next to open lot, White Bldg, 1425 Beverly Blvd Suite 1495",Los Angeles,California,US,(424) 256-9506,+14242569506,https://denimdoctors.com/,denimdoctors.com,,https://www.google.com/maps/search/?api=1&query=Denim%20Doctors%20-%20Denim%20Repairs&query_place_id=ChIJ_yBpTU64woAR6OB2-ZneLZ8,ChIJ_yBpTU64woAR6OB2-ZneLZ8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmAyNFsKOqdqwHaN_thj5525EXeXBsLZhPsN81-cCUoz8q63PvwrdzkZHqp0zH0mEES7gi8o76TXPju6i8lrsKzvsgpajOMFU1tLyqtR-en4nU5L9kTN2GS6soep68AuR7SDGl=w489-h240-k-no,4.7,60,100,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,50,Hollywood Dry Cleaners & Alterations,Shoe repair shop,shoe_repair,true,,1246 Vine St,Los Angeles,California,US,(323) 465-5564,+13234655564,https://hollywooddrycleaners.com/?utm_source=gmb&utm_medium=organic,hollywooddrycleaners.com,,https://www.google.com/maps/search/?api=1&query=Hollywood%20Dry%20Cleaners%20%26%20Alterations&query_place_id=ChIJd6iEmja_woARpbJ_3804zUE,ChIJd6iEmja_woARpbJ_3804zUE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5mnJd8mwikP0mX0o9xA1gLutaCd_9jVkpb0ktO_krvSYHVdTAFLO0paxvsh9l4Him5PtfzgpQqt1CFxAfBCyvHgdd2nH-09Ghlh4m0yHfjvUw1_zQRKPbHVZc_ZbvAKsNvLy-=w408-h408-k-no,4.9,153,100,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,51,Occidental Cleaners #3,Shoe repair shop,shoe_repair,true,,3276 W Pico Blvd,Los Angeles,California,US,(323) 641-7184,+13236417184,http://www.occidentalcleaners.com/,occidentalcleaners.com,,https://www.google.com/maps/search/?api=1&query=Occidental%20Cleaners%20%233&query_place_id=ChIJozQopWO4woAR_cfikG58S5o,ChIJozQopWO4woAR_cfikG58S5o,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqIBZPXYwZMqI3cmgYKBRNrZACu3JoRVKvTKlwrXRUm7ft9yiblyuuMHQuQMcAtagvGOa42zqSMjvmxysKZHWCzCrA6dB91ZmjhIaUUuRB7jnA67Sbw8aJ3kK_6qbFhKTc24HRi-9Owhuo=w408-h271-k-no,4.1,46,90,new,duplicate_website
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,52,Shoe Lounge LA,Shoe store,shoe_related,true,,1251 Maple Ave,Los Angeles,California,US,(213) 210-1843,+12132101843,http://shoe-lounge-la.square.site/,shoe-lounge-la.square.site,,https://www.google.com/maps/search/?api=1&query=Shoe%20Lounge%20LA&query_place_id=ChIJmYCwlc3HwoAR48aD0t3HqWE,ChIJmYCwlc3HwoAR48aD0t3HqWE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpz-ZJYNh_sgRlv6TbB2IPE3H7Cvdl9OSvX_HiTl2CKsUpIVCQTvleglyejefNEqFaGIUWHzc3X0G7phdjhD9PwwUKDQiy_TBNmk6gZfLRV2gF1T-E1G2r_EY2xfqBKMvkUDlo-w=w408-h408-k-no,4.0,30,75,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,53,Denim Revival - Jeans Alteration and Repair,Clothing alteration service,adjacent_service,true,,7934 W 3rd St,Los Angeles,California,US,(323) 852-0171,+13238520171,http://www.denimrevival.us/,denimrevival.us,,https://www.google.com/maps/search/?api=1&query=Denim%20Revival%20-%20Jeans%20Alteration%20and%20Repair&query_place_id=ChIJ804VJzG5woAROevsEVPTgZI,ChIJ804VJzG5woAROevsEVPTgZI,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHAesSF4kySGiKjqfk-YUcUrAoEJQ5mZKvGB6Mtbm9aRPuzU-PwCPKoJPp4B6Q-kx-249GZSWbuzisfbvffvE5hb4xNAajGr_n2-NIPncStEeySTfDhSNrrm5epTEURd0K1hdvep7teJ23wQDtb5FXGGgizi5UjHOMeyY9Xb339YQsxL8XQUx-QMKcx8sEgLo_UGnU=w408-h271-k-no,4.3,42,60,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,54,Pico Cleaners,Dry cleaner,adjacent_service,true,,9150 W Pico Blvd,Los Angeles,California,US,(310) 274-2431,+13102742431,https://www.picocleaners.com/,picocleaners.com,,https://www.google.com/maps/search/?api=1&query=Pico%20Cleaners&query_place_id=ChIJieVcEV-5woARZyZlg6srfpE,ChIJieVcEV-5woARZyZlg6srfpE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyXYDIZESEWrUKDIoegd5GJo4Nt32zh5anD0lxAg-aAYqkjZAvkQQ9OU0dQuq6jwp1vgmlCHOnWcsI4Uq0HUx9kG-Wt294c87wrqS8DlHUsEebNlAlna20zvVCz5cv56ynF365=w408-h272-k-no,4.7,684,70,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,65,Los Angeles Shoe Factory,Shoe factory,shoe_related,true,,860 S Los Angeles St,Los Angeles,California,US,(323) 918-4993,+13239184993,https://shoefactorylosangeles.com/,shoefactorylosangeles.com,,https://www.google.com/maps/search/?api=1&query=Los%20Angeles%20Shoe%20Factory&query_place_id=ChIJQZscPRzGwoAR0wGgFHjrLhQ,ChIJQZscPRzGwoAR0wGgFHjrLhQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtTC21pAWYelL45VuSbpoZESXAPjNPHss99LQBBH8VyK9Zuwme4ecCP1W22mKKz0xABPJxdwYfc4XW4B9kbD0PdkbOTGqoFIaTapopVg-bjW5ZUS5RrkGL-adi2afm97-W3eQ=w408-h272-k-no,4.0,27,75,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,66,Robert’s Shoe Repair,Shoe repair shop,shoe_repair,true,,3371 Glendale Blvd Ste #135,Los Angeles,California,US,(323) 665-6110,+13236656110,https://www.robertsshoerepair.com/,robertsshoerepair.com,,https://www.google.com/maps/search/?api=1&query=Robert%E2%80%99s%20Shoe%20Repair&query_place_id=ChIJC2YlQMnAwoAR8pg_w_XmJ2A,ChIJC2YlQMnAwoAR8pg_w_XmJ2A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFojHy4DTUjl1R4TqmZ2_9ToEE1rblMiuWee4qCaY5U5jyO0FuVBGg8QTdum9KHzwFskXenGjqJjLKHIINLWD4VMa9xDnlw9mDdxOX1OvsF-ZT5aBLpNHBk0kSFCK8S-AKnwQuSunSZxxw=w408-h544-k-no,4.9,93,100,new,
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,73,Dago's Boots,Shoe repair shop,shoe_repair,true,,5629 Lankershim Blvd,North Hollywood,California,US,(818) 752-3906,+18187523906,https://www.dagosboots.com/,dagosboots.com,,https://www.google.com/maps/search/?api=1&query=Dago's%20Boots&query_place_id=ChIJbTKvwOiVwoARhCLApcKybeI,ChIJbTKvwOiVwoARhCLApcKybeI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIUIAeTC3XpzDFsp4GMDbPTetwCK1ag04NBr7zckAuEsvWMu8f3EWVHMOlbbYlmq86QgaYcv3CEuY-4_ZycxvI1v9E8yqMciz2lrRnFmkWo90iOwByMZKdE6ZR88zqOWrrYFj9=w408-h544-k-no,4.3,12,90,new,
